Name	Producer	CPU	RAM	DISK	GPU	DISPLAY	Old Price	New Price
Laptop Asus ROG Zephyrus S GX502GW-ES021T (i7 9750H/16GB RAM/512GB SSD/15.6 inch FHD/RTX 2070 8GB/Win 10/Đen)	Laptop Asus	Intel Core i7 9750H	16GB RAM	512GB SSD	RTX 2070 8GB	15.6inch FHD	59999000	56999000
Laptop Asus X509FA-EJ103T (i5 8265U/4GB RAM/512GB SSD/15.6 inch FHD/FP/Win 10/Bạc)	Laptop Asus	Intel Core i5 8265U	4GB	512GB SSD	Onboard	15.6inch FHD	15099000	13599000
Laptop Asus S330FA-EY005T (i5 8265U/8GB RAM/256GB SSD/13.3 inch FHD/FP/Win 10/Bạc)	Laptop Asus	Intel Core i5 8265U	8GB	256GB SSD	Onboard	13.3inch FHD	19189000	18179000
Laptop Asus S15 S530FN-BQ139T (i7 8565U/8G RAM/1TB HDD/15.6 inch FHD/MX150 2GB/FP/Win 10/Xám)	Laptop Asus	Intel Core i7 8565U	8G	1TB HDD	NVIDIA MX150 2GB	15.6inch FHD	22829000	21719000
Laptop Asus VivoBook A512DA-EJ418T (R7 3700U/8GB RAM/512GB SSD/15.6 inch FHD/FP/Win 10/Bạc)	Laptop Asus	AMD Ryzen7 3700U	8GB	512GB SSD	Onboard	15.6inch FHD	17979000	16159000
Laptop HP ProBook 440 G6 8AZ16PA (i5 8265U/8GB RAM/256GB SSD/14 inch FHD/Dos)	Laptop HP	Intel Core i5 8265U	8GB	256GB SSD	Onboard	14 inch FHD	18389000	18079000
Laptop HP ProBook 450 G6 8AZ17PA (i5 8265U/8GB RAM/256 GB SSD/15.6 inch FHD/Dos)	Laptop HP	Intel Core i5 8250U	8GB	256GB SSD	Onboard	15.6 inch FHD	18389000	18079000
Laptop MSI Prestige 14 A10RAS 220VN (i7 10510U/16GB RAM/512GB SSD/14.0 inch FHD/ MX 330 2G//Win10/Xám)	Laptop MSI	Intel Core i7 10510U	16GB RAM	512GB SSD	Nvidia MX 330 2G	"14"" FHD"	27869000	27569000
Laptop MSI Prestige 15 A10SC-222VN (i7 10710U/16GB RAM/GTX 1650 Max Q 4GB/512GB SSD/15.6 inch FHD/Win 10)	Laptop MSI	Intel Core i7 10710U	16GB	512GB SSD	NVIDIA GTX 1650 Max Q 4GB	15.6 inch FHD	None	32819000
Laptop Asus VivoBook S431FL-EB511T (i5 8265U/8GB RAM/512GB SSD/14 inch FHD/MX250 2GB/Win 10/Bạc)	Laptop Asus	Intel core i5 8265u	8GB DDR4		Nvidia MX250 2GB		20499000	18999000
Laptop Asus VivoBook S431FL-EB145T (i5 8265U/8GB RAM/512GB SSD+Optane 32Gb/14 inch FHD/MX250 2GB/Win 10/Bạc)	Laptop Asus	Intel core i5 8265u	8GB DDR4		Nvidia MX250 2GB		20999000	19299000
Microsoft Surface Pro 7 (i3 1005/4GB RAM/128GB SSD/12.3 inch PixelSense Cảm ứng/Win 10 Home/Đen)	Microsoft Surface	Intel Core i3 1005	4GB RAM	128GB SSD	Onboard	"12.3"" PixelSense"	23229000	17169000
Laptop Lenovo ThinkBook 15-IML (20RW0091VN) (i5 10210U/4GB RAM/256GB SSD/15.6 inch FHD/DOS/Xám)	Laptop Lenovo	Intel Core i5 10210U	4GB RAM	256GB SSD	Onboard	"15.6"" FHD"	15049000	14549000
Laptop FUJITSU Lifebook E549 (L00E549VN00000080) (i5 8265U/4GBRAM/256GB SSD/14.0/Dos)(Japan)	Laptop FUJITSU	Intel Core i5 8265U	4GB RAM	256GB SSD	Onboard	14.0 inch HD	None	20199000
Laptop FUJITSU Lifebook E559 (L00E559VN00000049) (i5 8265U/8GBRAM/256GB SSD/15.6/Dos) (Japan)	Laptop FUJITSU	Intel Core i5 8265U	8GB RAM	256GB SSD	Onboard	15.6 inch HD	None	21409000
Laptop FUJITSU Lifebook U749 (L00U749VN00000071) (i7 8565U/8GBRAM/512GB SSD/14.0FHD/Dos) (Japan)	Laptop FUJITSU	Intel Core i7 8565U	8GB RAM	512GB SSD	Onboard	14.0 inch FHD	None	32009000
Laptop FUJITSU Lifebook U729 (L00U729VN00000064) (i5 8265U/8GBRAM/512GB SSD/12.5FHDT/Dos) (Japan)	Laptop FUJITSU	Intel Core i5 8265U	8GB RAM	512GB SSD	Onboard	12.5 inch FHD Touch	None	31609000
Laptop MSI P75 Creator 9SF (i9 9880H/ 32GB RAM/1TB SSD/RTX2070 8G MaxQ/17.3 inch UHD 4K/Win 10)	Laptop MSI	Intel Core i9 9880H	32GB	1TB SSD	NVIDIA RTX2070 8G MaxQ	17.3 inch UHD 4K	None	80789000
Laptop MSI P65 Creator 9SE (i7 9750H/16GB RAM/512GB SSD/RTX2060 6G/15.6 inch UHD 4K/Win 10)	Laptop MSI	Intel Core i7 9750H	16GB	512GB SSD	NVIDIA RTX2060 6G	15.6 inch UHD 4K	None	50489000
Laptop MSI Gaming GL65 Leopard 10SEK (235VN) (i7-10750H/16GB RAM/1TBSSD/RTX 2060 6G/15.6 inch FHD 144Hz/Win 10/Đen) (2020)	Laptop MSI	Intel Core i7 10750H	16GB	1TB SSD	NVIDIA RTX2060 6GB	15.6 inch FHD 144hz	None	36759000
Laptop Gaming  MSI GL65 Leopard 10SDK (242VN) (i7-10750H/16GB RAM/512GB SSD/GTX 1660Ti/15.6 inch FHD/Win 10/Đen) (2020)	Laptop MSI	Intel i7 10750H	16 GB	512GB SSD	NVIDIA GTX 1660Ti	15.6 inch FHD 144Hz	33829000	32009000
Laptop MSI Gaming GE75 Raider 10SFS (270VN) (I9 10980HK/16GB RAM/ 512GB SSD+1TB HDD/RTX 2070 super 8G/17.3 inch FHD 240Hz/ Win10)	Laptop MSI	Intel Core I9 10980HK	16GB RAM	512GB SSD+1TB HDD	NVIDIA RTX 2070 super 6G	17.3 inch FHD 240Hz	67659000	64629000
"Microsoft Surface Go 2 (STQ-00001) (Intel 4425Y/8GB RAM/128GB SSD/10.5""/Win10/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel 4425Y	8GB	128GB SSD	Onboard	10.5 inch FHD	16369000	15499000
"Microsoft Surface Go 2 (MHM-00001) (Intel Core M3/8GB RAM/128GB SSD/10.5""/Win10/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core M3	8GB	128GB SSD	Onboard	10.5 inch FHD	18389000	18299000
"Microsoft Surface Go 2 (Intel Core M3/8GB RAM/128GB SSD/10.5""/Win10/LTE/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core M3	8GB	128GB SSD	Onboard	10.5 inch FHD	24449000	21499000
"Microsoft Surface Go 2 (STV-00001) (Intel 4425Y/4GB RAM/64GB SSD/10.5""/Win10/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel 4425Y	4GB	64GB SSD	Onboard	10.5 inch FHD	14649000	12999000
Apple Macbook Pro 13 Touchbar (MWP82) (i5 2.0Ghz/16GB RAM/1TB SSD/13.3inch IPS/Mac OS/Bạc) (2020)	Macbook	Intel Core i5 2.0Ghz	16GB	1TB SSD	Onboard	13.3 inch FHD	55539000	54529000
Apple Macbook Pro 13 Touchbar (MWP52) (i5 2.0Ghz/16GB RAM/1TB SSD/13.3inch IPS/Mac OS/Xám) (2020)	Macbook	Intel Core i5 2.0Ghz	16GB	1TB SSD	Onboard	13.3 inch FHD	55539000	54529000
Laptop Gaming VGS Imperium (BQC71AUBU6000M2S2) (i7 9750H/ 32GB Ram/ 1TB SSD/ GTX1660Ti 6G/15.6 inch FHD IPS/Xám kim loại)	Laptop VGS	Intel Core i7 9750H	32GB	1TB SSD	NVIDIA GTX1660ti GB	15.6 inch FHD IPS	None	40199000
Laptop Gaming VGS Imperium (BQC71AUBU6000M3S3) (i7 9750H/ 64GB Ram/ 2TB SSD/ GTX1660Ti 6G/15.6 inch FHD IPS/Xám kim loại)	Laptop VGS	Intel Core i7 9750H	64GB	2TB SSD	NVIDIA GTX1660Ti 6GB	15.6 inch FHD IPS	None	51309000
Laptop Gaming VGS Imperium (BQC71ABBU6000M3S3) (i7 9750H/ 64GB Ram/ 2TB SSD/ GTX1660Ti 6G/15.6 inch FHD IPS/Đen)	Laptop VGS	Intel Core i7 9750H	64GB	2TB SSD	NVIDIA GTX1660Ti 6GB	15.6 inch FHD IPS	None	51309000
Laptop Gaming VGS Imperium (BQC71AUBU6000M1S1) (i7 9750H/ 16GB Ram/ 512GB SSD/ GTX1660Ti 6G/15.6 inch FHD IPS/Xám kim loại)	Laptop VGS	Intel Core i7 9750H	16GB	512GB SSD	NVIDIA GTX1660ti 6GB	15.6 inch FHD IPS	37779000	35759000
Laptop Gaming VGS Imperium (BQC71ABBU6000M2S2) (i7 9750H/ 32GB Ram/ 1TB SSD/ GTX1660Ti 6G/15.6 inch FHD IPS/Đen)	Laptop VGS	Intel Core i7 9750H	32GB	1TB SSD	NVIDIA GTX1660ti GB	15.6 inch FHD IPS	None	40199000
Laptop Gaming VGS Imperium (BQC71BUBU6000M1S1) (i7 9750H/ 16GB Ram/ 512GB SSD/ GTX1660Ti 6G/15.6 inch FHD IPS/Đen)	Laptop VGS	Intel Core i7 9750H	16GB	512GB SSD	NVIDIA GTX1660ti 6GB	15.6 inch FHD IPS	37779000	35759000
Laptop Gaming VGS Imperium (BQC71BBBU6000M3S3) (i7 9750H/ 64GB Ram/ 2TB SSD/ RTX2070 MaxQ 8G/15.6 inch FHD IPS/Đen)	Laptop VGS	Intel Core i7 9750H	64GB	2TB SSD	NVIDIA RTX2070 MaxQ 8GB	15.6 inch FHD IPS	None	61209000
Laptop Gaming VGS Imperium (BQC71BBBU6000M2S2) (i7 9750H/ 32GB Ram/ 1TB SSD/ RTX2070 MaxQ 8G/15.6 inch FHD IPS/Đen)	Laptop VGS	Intel Core i7 9750H	32GB	1TB SSD	NVIDIA RTX2070 MaxQ 8GB	15.6 inch FHD IPS	None	50299000
Laptop Gaming VGS Imperium (BQC71BUBU6000M2S2) (i7 9750H/ 32GB Ram/ 1TB SSD/ RTX2070 MaxQ 8G/15.6 inch FHD IPS/Xám kim loại)	Laptop VGS	Intel Core i7 9750H	32GB	1TB SSD	NVIDIA RTX2070 MaxQ 8GB	15.6 inch FHD IPS	None	50299000
Laptop Gaming VGS Imperium (BQC71BBBU6000M1S1) (i7 9750H/ 16GB Ram/ 512GB SSD/ RTX2070 MaxQ 8G/15.6 inch FHD IPS/Đen)	Laptop VGS	Intel Core i7 9750H	16GB	512GB SSD	NVIDIA RTX2070 MaxQ 8GB	15.6 inch FHD IPS	None	45659000
Laptop Gaming VGS Imperium (BQC71BUBU6000M1S1) (i7 9750H/ 16GB Ram/ 512GB SSD/ RTX2070 MaxQ 8G/15.6 inch FHD IPS/Xám kim loại)	Laptop VGS	Intel Core i7 9750H	16GB	512GB SSD	NVIDIA RTX2070 MaxQ 8GB	15.6 inch FHD IPS	None	45659000
Laptop Gaming VGS Imperium (BQC71BBBU6000M3S3) (i7 9750H/ 64GB Ram/ 2TB SSD/ GTX2070 MaxQ 8G/15.6 inch FHD IPS/Xám kim loại)	Laptop VGS	Intel Core i7 9750H	64GB	2TB SSD	NVIDIA RTX2070 MaxQ 8GB	15.6 inch FHD IPS	None	61209000
Laptop Asus Gaming ROG Strix G531GT-HN554T (i7 9750H/8GB RAM/512GB SSD/15.6 FHD 144hz/GTX 1650 4Gb/Win10/Đen)	Laptop Asus	Intel Core i7 9750H	8GB	512GB SSD	NVIDIA GTX 1650 4Gb	15.6 inch FHD 144hz	25249000	23739000
Laptop Asus Gaming ROG Strix G512-IAL001T (i7 10750H/8GB RAM/512GB SSD/15.6 FHD 144hz/GTX 1650Ti 4GB/Win10/Đen)	Laptop Asus	Intel Core i7 10750H	8GB	512GB SSD	NVIDIA GTX1650Ti 4GB	15.6 inch FHD 144hz	None	26769000
Laptop Acer Gaming Aspire 7 A715-41G-R282 (NH.Q8SSV.005) (Ryzen 5 3550H/8GB RAM/512GB SSD/GTX1650Ti 4G DDR6/15.6 inch FHD IPS/Win10/Đen	Laptop Acer	AMD Ryzen5 3550H	8GB	512GB SSD	NVIDIA GTX1650 4GB	15.6 inch FHD IPS	20699000	18699000
Laptop Acer Gaming Aspire 7 A715-41G-R150 (NH.Q8SSV.004) (Ryzen 7 3750H/8GB RAM/512GB SSD/ GTX1650Ti 4G DDR6/15.6 inch FHD IPS/Win10/Đen)	Laptop Acer	AMD Ryzen 7 3750H	8GB	512GB SSD	NVIDIA  GTX1650Ti 4G DDR6	15.6 inch FHD IPS	21709000	19899000
Laptop Lenovo IdeaPad S145-14IIL (81W600CEVN) (Core i3 1005G1/4GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	Intel Core i3 1005G1	4GB	512GB SSD	Onboard	14 inch FHD	11519000	11109000
Microsoft Surface Book 3 (SLS-00001) (Core i7/32GB RAM/1TB SSD/13.5 Cảm ứng/GTX 1650 4GB/Win10/Keyboard) (Bảo hành tại HACOM)	Microsoft Surface	Intel Core i7	32GB	1TB SSD	Onboard	13.5 inch	80799000	75749000
Laptop MSI Gaming Stealth 15M A11SDK (060VN) (i7-1185G7/16GB RAM/512GB SSD/GTX1660Ti 6G MaxQ/15.6 inch FHD/Win 10/Trắng) (2020)	Laptop MSI	Intel Core i7 1185G7	16GB	512GB SSD	NVIDIA GTX1660Ti 6G MaxQ	15.6 inch FHD	34839000	33329000
Laptop MSI Gaming GL65 Leopard 10SCXK (089VN) (i7-10750H/8GB RAM/512GB SSD/GTX 1650 DDR6/15.6 inch FHD 144Hz/Win 10/Đen) (2020)	Laptop MSI	Intel Core i7 10750H	8GB	512GB SSD	NVIDIA GTX 1650 DDR6	15.6 inch FHD 144hz	25239000	24329000
Laptop MSI Modern 14 B11SB (074VN) (i5-1135G7/8GB RAM/512GB SSD/MX450 2GB/14 inch FHD/Win 10/Xanh) (2020)	Laptop MSI	Intel Core i5 1135G7	8GB (còn 1 khe trống)	512GB SSD (Update thay thế)	MX450 2GB	14 inch FHD	23219000	22719000
Laptop MSI Prestige 15 A11SCX (210VN) (i7 1185G7/32GB/1TB SSD/1650 Max Q/15.6UHD 4K/Win10/Xám)	Laptop MSI	Intel Core i7 1185G7	32GB	1TB SSD	NVIDIA GTX 1650 Max Q 4GB	15.6 inch 4k	None	46449000
Microsoft Surface Book 3 (i7 1065G7/16GB RAM/256GB SSD/13.5 Cảm ứng/GTX 1650 4GB/Win10/Keyboard) (Bảo hành tại HACOM)	Microsoft Surface	Intel Core i7 1065G7	16GB	256GB SSD	GTX 1650 4GB	13.5 inch cảm ứng	58579000	56559000
Microsoft Surface Book 3 (i7 1065G7/32GB RAM/2TB SSD/13.5 Cảm ứng/GTX 1650 4GB/Win10/Keyboard) (Bảo hành tại HACOM)	Microsoft Surface	Intel Core i7 1065G7	32GB	2TB SSD	GTX 1650 4GB	13.5 inch cảm ứng	99989000	92919000
Microsoft Surface Book 3 (i7 1065G7/16GB RAM/256GB SSD/15 Cảm ứng/GTX 1660Ti 6GB/Win10/Keyboard) (Bảo hành tại HACOM)	Microsoft Surface	Intel Core i7 1065G7	16GB	256GB SSD	GTX 1660Ti 6GB	15 inch cảm ứng	72719000	60599000
Microsoft Surface Book 3 (i7 1065G7/32GB RAM/512GB SSD/15 Cảm ứng/GTX 1660Ti 6GB/Win10/Keyboard) (Bảo hành tại HACOM)	Microsoft Surface	Intel Core i7 1065G7	32GB	512GB SSD	GTX 1660Ti 6GB	15 inch cảm ứng	86859000	75749000
Microsoft Surface Book 3 (i7 1065G7/32GB RAM/1TB SSD/15 Cảm ứng/GTX 1660Ti 6GB/Win10/Keyboard) (Bảo hành tại HACOM)	Microsoft Surface	Intel Core i7 1065G7	32GB	1TB SSD	GTX 1660Ti 6GB	15 inch cảm ứng	104029000	80799000
Microsoft Surface Book 3 (i7 1065G7/32GB RAM/2TB SSD/15 Cảm ứng/GTX 1660Ti 6GB/Win10/Keyboard) (Bảo hành tại HACOM)	Microsoft Surface	Intel Core i7 1065G7	32GB	2TB SSD	Onboard	15 inch cảm ứng	111099000	100999000
Laptop Dell XPS 15 9500 (70221010) (i7 10750H/16GB RAM/512GBSSD/1650Ti 4G/15.6 inch UHD Touch/Win 10) (2020)	Laptop Dell	Intel Core i7 10750H	16GB	512GB SSD	NVIDIA GTX1650Ti 4G	15.6 inch 4k cảm ứng	60589000	59079000
Laptop Dell Vostro 5590 (HYXT92) (i5 10210U/8GB Ram/256GBSSD/MX250 2G/15.6FHD/Win10/Xám)	Laptop Dell	Intel Core i5 10210U	8GB	256GB SSD	Mvidia MX250 2GB	15.6 inch FHD	20189000	19989000
Laptop MSI Modern 15 A10M (068VN) (i5 10210U /8GB RAM/512GB SSD/15.6inch FHD/ Win10/Xám)	Laptop MSI	Intel Core i5 10210U	8GB	512GB SSD	On board	15.6 inch FHD	18679000	18069000
Laptop MSI Gaming Stealth 15M A11SDK (061VN) (i7-1185G7/16GBRAM/512GB SSD/GTX1660Ti 6G MaxQ/15.6 inch FHD/Win 10/ Xám Đen) (2020)	Laptop MSI	Intel Core i7 1185G7	16GB	512GB SSD	NVIDIA GTX1660Ti 6G MaxQ	15.6 inch FHD	34839000	33329000
Laptop MSI Modern 14 B11M-073VN (i7 1165G7/8GB RAM/512GB SSD/14.0inch FHD/ Win10/Xám) (2020)	Laptop MSI	Intel Core i7 1165G	8GB (update thay thế)	512GB SSD (Update thay thế)	Onboard	14 inch FHD	22209000	21909000
Laptop Asus Gaming ROG Strix G512L-VAZ301T (i7 10870H/16GB RAM/512GB SSD/15.6 FHD 240hz/RTX 2060 6Gb/Win10/Balo/Đen)	Laptop Asus	Intel Core i7 i7 10870H	16GB	512GB SSD	NVIDIA RTX 2060 6Gb	15.6 inch FHD 240hz	39389000	38379000
Laptop MSI Modern 14 B11SB (244VN) (i5-1135G7/8GB RAM/512GBSSD/MX450 2GB/14 inch FHD/Win 10/Xám) (2020)	Laptop MSI	Intel Core i5 1135G7	8GB (update thay thế)	512GB SSD (Update thay thế)	Nvidia MX450 2GB	14 inch FHD	23219000	22719000
Laptop Dell Vostro 5490D (P116G001V90D) (i5 10210U/8GBRam/256GB SSD/MX230 2G/14.0 inch FHD/FP/Win10/Xám)	Laptop Dell	Intel Core i5 10210U	8GB	256GB SSD	Nvidia MX230 2GB	14 inch FHD	19179000	18169000
Laptop Lenovo IdeaPad 5 14ILT05 (82FE000GVN) (Core i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	Intel Core i5 1135G7	8GB (onboard, không hỗ trợ nâng cấp)	512GB SSD (nâng cấp thay thế)	Onboard	14 inch FHD	17069000	16869000
Apple Macbook Air 13 (MGNA3SA/A) (Apple M1/8GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Bạc) (NEW)	Macbook	Apple M1	8GB	512GB SSD	Onboard	13.3 inch Retina IPS	34329000	32309000
Apple Macbook Air 13 (MGNE3SA/A) (Apple M1/8GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Vàng) (NEW)	Macbook	Apple M1	8GB	512GB SSD	Onboard	13.3 inch Retina IPS	34329000	32719000
Apple Macbook Pro 13 Touchbar (MYDA2SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Bạc) (NEW)	Macbook	Apple M1	8GB	256GB SSD	Onboard	13.3 inch Retina IPS	35339000	32689000
Microsoft Surface Pro X SQ2 (16GB RAM/256GB SSD/13 Cảm ứng/Bạc)(Bảo hành tại HACOM)	Microsoft Surface	Microsoft SQ 2	16 GB	256GB SSD	Onboard	13 inch cảm ứng	50499000	43999000
Microsoft Surface Pro X SQ2 (16GB RAM/256GB SSD/13 Cảm ứng/Đen)(Bảo hành tại HACOM)	Microsoft Surface	Microsoft SQ 2	16 GB	256GB SSD	Onboard	13 inch cảm ứng	50499000	43999000
Microsoft Surface Pro X SQ2 (16GB RAM/512GB SSD/13 Cảm ứng/Đen)(Bảo hành tại HACOM)	Microsoft Surface	Microsoft SQ 2	16 GB	512GB SSD	Onboard	13 inch cảm ứng	61609000	56559000
Laptop Dell XPS 13 9310 (70231343) (I5 1135G1/8GBRAM/256GB SSD/13.4 inch FHD Touch/FP/Win10/Bạc)	Laptop Dell	Intel Core i5 1135G1	8GB	256GB SSD	Onboard	13.4 inch FHD cảm ứng (16	41909000	39389000
Laptop Đồ họa ConceptD 3 Ezel Pro CC314-72P-75EG (NX.C5KSV.001 ) (i7 10750H/16GB RAM/1TB SSD/Quadro™ T1000/14 inch FHD Touch/Bút/Win10 Pro/Trắng)	Laptop Acer ConceptD	Intel Core i7 10750H	16GB	1TB SSD	Quadro™ T1000	14 inch FHD cảm ứng	None	52519000
Laptop Đồ họa ConceptD 3 Ezel CC314-72G-75SM (NX.C5JSV.002) (i7 10750H/16GB RAM/1TB SSD/GTX1650Ti 4G/14 inch FHD Touch/Bút/Win10 Pro/Trắng)	Laptop Acer ConceptD	Intel Core i7 10750H	16GB	1TB SSD	GTX1650Ti 4G	14 inch FHD cảm ứng	None	52519000
Laptop Đồ họa ConceptD 7 Ezel CC715-71-7940 (NX.C5ESV.002) (i7 10875H/32GB RAM/1TB SSD/RTX2060 6G/15.6 inch UHD 4K Touch/Bút/Win10 Pro/Trắng)	Laptop Acer ConceptD	Intel Core i7 10875H	32GB	1TB SSD	RTX2060 6G	15.6 inch UHD 4K cảm ứng	None	80799000
Laptop Đồ họa ConceptD 7 Ezel Pro CC715-91P-X8CX (NX.C5FSV.001) (Xeon W 10885M/32GB RAM/2TB SSD/Quadro RTX5000 16G/15.6 inch UHD 4K Touch/Bút/Win10 Pro/Trắng)	Laptop Acer ConceptD	Intel Core Xeon W 10885M	32GB	2TB SSD	Quadro RTX5000 16G	15.6 inch UHD 4K cảm ứng	None	151499000
Laptop Lenovo Yoga Slim 7 14ITL05 (82A3004FVN) (i7 1165G7/8GB RAM/512GB SSD/14 FHD/Win/Xanh rêu)	Laptop Lenovo	Intel Core i7 1165G7	8GB	512GB SSD	Onboard	14 inch FHD	26999000	25999000
Laptop HP ProBook 450 G8 (2H0W5PA) (i7 1165G7/8GB RAM/512GB SSD /15.6 FHD/Win/Bạc)	Laptop HP	Intel Core i7 1165G7	8GB GB (2 khe ram)	512GB SSD (không có slot trống)	Onboard	15.6 inch FHD	25659000	25499000
Laptop HP ProBook 450 G8 (2H0W6PA) (i7 1165G7/8GB RAM/512GB SSD /15.6 FHD/MX450 2GB/Win/Bạc)	Laptop HP	Intel Core i7 1165G7	8GB GB (2 khe ram)	512GB SSD (không có slot trống)	MX450 2GB	15.6 inch FHD	27779000	27999000
Laptop Lenovo Yoga Slim 7i Carbon 13ITL5 (82EV0016VN) (i5 1135G7/16GB RAM/512GB SSD/13.3 QHD/Win/Trắng)	Laptop Lenovo	Intel Core i5 1135G7	16GB	512GB SSD	Onboard	13.3 QHD	28489000	27269000
Laptop Lenovo Yoga S7 Carbon 13ITL5 (82EV0017VN) (i7 1165G7/16GB RAM/1TB SSD/13.3 QHD/Win/Trắng)	Laptop Lenovo	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	13.3 QHD	33329000	31309000
"Laptop Asus ExpertBook P5440FA-BM0553T (i5 8265U/8GB RAM/512GB SSD/14"" FHD/FP/Win10/Xám)"	Laptop Asus	Intel Core i5 8265U	8GB	512GB SSD	Onboard	14 inch FHD	19189000	18789000
"Laptop Asus VivoBook S15 S530FN-BQ128T (i5 8265U/4GB RAM/1TB HDD/15.6"" FHD/MX150 2GB/FP/Win 10/Vàng)"	Laptop Asus	Intel Core i5 8265U	4G	1TB HDD	NVIDIA MX150 2GB	15.6inch FHD	17679000	16669000
Laptop Dell Inspiron N5502A (P102F002) (i7 1165G7 8GBRAM/512GB SSD/MX330 2G/15.6 inch FHD/Win10/Bạc)	Laptop Dell	Intel Core i7 1165G	8GB	512GB SSD	MX330 2G	15.6 inch FHD	25749000	24839000
Laptop AVITA LIBER V14A (NS14A8VNF561-SGB) (i5 10210U/8GB RAM/512GB SSD/14.0 inch FHD/Win10/Xám)	Laptop AVITA	intel i5 10210U	8GB	512GB SSD	Onboard	14 inch FHD	17169000	16659000
Laptop AVITA LIBER V14D (NS14D8VNF561-BPB) (i5 10210U/8GB RAM/512GB SSD/14.0 inch FHD/Win10/Hồng)	Laptop AVITA	intel i5 10210U	8GB	512GB SSD	Onboard	14 inch FHD	17169000	16659000
Laptop AVITA LIBER V14E (NS14E8VNF561-FLB) (i5 10210U/8GB RAM/512GB SSD/14.0 inch FHD/Win10/Tím)	Laptop AVITA	intel i5 10210U	8GB	1TB SSD	Onboard	14 inch FHD	17169000	16659000
Laptop AVITA LIBER V14F (NS14F8VNF561-ABB) (i5 10210U/8GB RAM/512GB SSD/14.0 inch FHD/Win10/Xanh)	Laptop AVITA	Intel Core i5 10210U	8GB	512GB SSD	Onboard	14 inch FHD	17169000	16659000
Laptop Dell XPS 13 9310 (JGNH61) (i7 1165G7/16GB RAM/512GBSSD/13.4 inch UHD Touch/Bút cảm ứng/Win 10/Bạc) (2020)	Laptop Dell	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	13.4 inch 4k cảm ứng (16	60499000	58569000
Laptop Lenovo Thinkpad E14 (20TA002LVA) (i5 1135G7/8GB RAM/256GB SSD/14 FHD/Dos/Đen)	Laptop Lenovo	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	14 inch FHD	19699000	19299000
Laptop Dell Vostro 5301 (C4VV92) (i5 1135G7 8GB RAM/512GBSSD/13.3 inch FHD/Win10/Xám)	Laptop Dell	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	13.3 inch FHD	22209000	21509000
Laptop HP ProBook 450 G8 (2H0W1PA) (i5 1135G7/8GB RAM/256GB SSD /15.6 FHD/MX450 2GB/FP/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB GB (2 khe ram)	256GB SSD (không có slot trống)	MX450 2GB	15.6 inch FHD	22319000	21999000
Laptop MSI Modern 14 B11MO (010VN) (i7 1165G7/8GB RAM/512GB SSD/14.0 inch FHD/ Win10/Xanh)	Laptop MSI	Intel Core i7 1165G7	8GB (còn 1 khe trống)	512GB SSD (Update thay thế)	Onboard	14 inch FHD	22209000	21909000
Laptop MSI Modern 15 A11M (099VN) (i5-1135G7/8GB RAM/512GB SSD/15.6 inch FHD/Win 10/Bạc)	Laptop MSI	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	15.6 inch FHD	19179000	18879000
Laptop MSI Modern 15 A11M (200VN) (i5-1135G7/8GB RAM/512GB SSD/15.6 inch FHD/Win 10/Xám)	Laptop MSI	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	15.6 inch FHD	19179000	18879000
Laptop Lenovo Thinkpad E14 Gen 2-ITU (20TA002NVA) (i5 1135G7/8GB RAM/512GB SSD/14 FHD/Non OS/Đen)	Laptop Lenovo	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	14 inch FHD	20509000	19999000
Laptop Lenovo Thinkpad E14 Gen 2-ITU (20TA002MVA) (i7 1165G7/8GB RAM/512GB SSD/14 FHD/Non OS/Đen)	Laptop Lenovo	Intel Core i7 1165G7	8GB	512GB SSD	Onboard	14 inch FHD	22999000	22899000
Laptop AVITA LIBER V14G (NS14G8VNG561-PWB) (i5 10210U/8GB RAM/512GB SSD/14.0 inch FHD/Win10/Trắng)	Laptop AVITA	intel i5 10210U	8GB	512GB SSD	Onboard	14 inch FHD	17169000	16659000
Laptop AVITA LIBER V14H (NS14H8VNG561-URB) (i5 10210U/8GB RAM/512GB SSD/14.0 inch FHD/Win10/Đỏ)	Laptop AVITA	intel i5 10210U	8GB	512GB SSD	Onboard	14 inch FHD	17169000	16659000
